workerid,problem,treatment,domain,questions,options,votes,predictions,elicitation_format
34,3,2,2,2,"[3, 9, 15, 21]",[21],[15],top-top
34,4,2,1,3,"[5, 11, 17, 23]",[5],[5],top-top
34,5,2,3,18,"[12, 18, 24, 30]",[24],[24],top-top
34,6,3,3,7,"[13, 19, 25, 31]",[31],"[31, 25, 19, 13]",top-rank
34,7,3,3,18,"[12, 18, 24, 30]",[24],"[24, 12, 30, 18]",top-rank
34,8,3,2,2,"[3, 9, 15, 21]",[21],"[15, 21, 3, 9]",top-rank
34,9,3,1,2,"[3, 9, 15, 21]",[3],"[3, 9, 21, 15]",top-rank
34,10,3,3,11,"[21, 27, 33, 39]",[33],"[33, 21, 27, 39]",top-rank
35,1,5,2,16,"[31, 37, 43, 49]","[49, 37, 43, 31]",[37],rank-top
35,2,5,1,12,"[23, 29, 35, 41]","[41, 23, 35, 29]",[41],rank-top
35,3,5,3,19,"[22, 28, 34, 40]","[40, 28, 22, 34]",[22],rank-top
35,4,5,3,6,"[11, 17, 23, 29]","[11, 17, 23, 29]",[11],rank-top
35,5,5,2,8,"[15, 21, 27, 33]","[27, 21, 33, 15]",[21],rank-top
35,6,4,2,10,"[19, 25, 31, 37]","[37, 31, 19, 25]",[],rank-none
35,7,4,1,4,"[7, 13, 19, 25]","[7, 19, 25, 13]",[],rank-none
35,8,4,3,3,"[5, 11, 17, 23]","[11, 17, 23, 5]",[],rank-none
35,9,4,3,17,"[2, 8, 14, 20]","[2, 20, 8, 14]",[],rank-none
35,10,4,2,7,"[13, 19, 25, 31]","[13, 25, 31, 19]",[],rank-none
36,1,1,2,2,"[3, 9, 15, 21]",[3],[],top-none
36,2,1,3,2,"[3, 9, 15, 21]",[3],[],top-none
36,3,1,1,2,"[3, 9, 15, 21]",[21],[],top-none
36,4,1,3,9,"[17, 23, 29, 35]",[23],[],top-none
36,5,1,1,4,"[7, 13, 19, 25]",[7],[],top-none
36,6,6,2,8,"[15, 21, 27, 33]","[21, 33, 27, 15]","[15, 21, 33, 27]",rank-rank
36,7,6,3,17,"[2, 8, 14, 20]","[8, 14, 20, 2]","[14, 2, 20, 8]",rank-rank
36,8,6,1,11,"[21, 27, 33, 39]","[21, 33, 39, 27]","[21, 27, 39, 33]",rank-rank
36,9,6,3,6,"[11, 17, 23, 29]","[23, 11, 29, 17]","[29, 11, 23, 17]",rank-rank
36,10,6,1,20,"[32, 38, 44, 50]","[44, 38, 32, 50]","[44, 50, 38, 32]",rank-rank
37,1,4,3,10,"[19, 25, 31, 37]","[19, 37, 25, 31]",[],rank-none
37,2,4,2,5,"[9, 15, 21, 27]","[9, 21, 27, 15]",[],rank-none
37,3,4,3,20,"[32, 38, 44, 50]","[38, 44, 32, 50]",[],rank-none
37,4,4,2,20,"[32, 38, 44, 50]","[44, 32, 50, 38]",[],rank-none
37,5,4,2,1,"[1, 7, 13, 19]","[7, 1, 19, 13]",[],rank-none
37,6,5,3,20,"[32, 38, 44, 50]","[38, 50, 32, 44]",[38],rank-top
37,7,5,2,13,"[25, 31, 37, 43]","[43, 25, 31, 37]",[43],rank-top
37,8,5,3,1,"[1, 7, 13, 19]","[1, 19, 7, 13]",[1],rank-top
37,9,5,2,3,"[5, 11, 17, 23]","[23, 11, 5, 17]",[23],rank-top
37,10,5,2,5,"[9, 15, 21, 27]","[15, 9, 27, 21]",[15],rank-top
38,1,4,3,18,"[12, 18, 24, 30]","[12, 30, 18, 24]",[],rank-none
38,2,4,3,19,"[22, 28, 34, 40]","[40, 34, 28, 22]",[],rank-none
38,3,4,3,4,"[7, 13, 19, 25]","[13, 7, 19, 25]",[],rank-none
38,4,4,2,11,"[21, 27, 33, 39]","[33, 21, 39, 27]",[],rank-none
38,5,4,3,14,"[27, 33, 39, 45]","[33, 45, 27, 39]",[],rank-none
38,6,3,3,12,"[23, 29, 35, 41]",[35],"[35, 41, 29, 23]",top-rank
38,7,3,3,11,"[21, 27, 33, 39]",[33],"[33, 39, 21, 27]",top-rank
38,8,3,3,17,"[2, 8, 14, 20]",[8],"[8, 2, 20, 14]",top-rank
38,9,3,2,12,"[23, 29, 35, 41]",[35],"[35, 23, 41, 29]",top-rank
38,10,3,3,2,"[3, 9, 15, 21]",[21],"[21, 15, 3, 9]",top-rank
39,1,6,3,3,"[5, 11, 17, 23]","[11, 17, 23, 5]","[11, 17, 23, 5]",rank-rank
39,2,6,3,19,"[22, 28, 34, 40]","[34, 40, 28, 22]","[34, 40, 28, 22]",rank-rank
39,3,6,1,2,"[3, 9, 15, 21]","[9, 3, 21, 15]","[3, 9, 21, 15]",rank-rank
39,4,6,3,20,"[32, 38, 44, 50]","[38, 50, 32, 44]","[38, 50, 32, 44]",rank-rank
39,5,6,2,12,"[23, 29, 35, 41]","[35, 29, 23, 41]","[35, 23, 41, 29]",rank-rank
39,6,2,3,17,"[2, 8, 14, 20]",[2],[2],top-top
39,7,2,3,6,"[11, 17, 23, 29]",[29],[17],top-top
39,8,2,1,4,"[7, 13, 19, 25]",[19],[19],top-top
39,9,2,3,12,"[23, 29, 35, 41]",[41],[41],top-top
39,10,2,2,17,"[2, 8, 14, 20]",[2],[2],top-top
40,1,4,1,11,"[21, 27, 33, 39]","[33, 27, 39, 21]",[],rank-none
40,2,4,2,19,"[22, 28, 34, 40]","[34, 22, 28, 40]",[],rank-none
40,3,4,2,10,"[19, 25, 31, 37]","[31, 25, 37, 19]",[],rank-none
40,4,4,3,1,"[1, 7, 13, 19]","[7, 19, 1, 13]",[],rank-none
40,5,4,3,8,"[15, 21, 27, 33]","[21, 15, 33, 27]",[],rank-none
40,6,6,1,3,"[5, 11, 17, 23]","[5, 11, 23, 17]","[11, 5, 23, 17]",rank-rank
40,7,6,2,10,"[19, 25, 31, 37]","[31, 25, 37, 19]","[25, 31, 19, 37]",rank-rank
40,8,6,2,3,"[5, 11, 17, 23]","[11, 17, 23, 5]","[5, 23, 11, 17]",rank-rank
40,9,6,3,19,"[22, 28, 34, 40]","[34, 40, 28, 22]","[34, 40, 28, 22]",rank-rank
40,10,6,3,7,"[13, 19, 25, 31]","[31, 19, 25, 13]","[25, 13, 31, 19]",rank-rank
41,1,4,1,3,"[5, 11, 17, 23]","[11, 5, 23, 17]",[],rank-none
41,2,4,1,8,"[15, 21, 27, 33]","[21, 33, 15, 27]",[],rank-none
41,3,4,2,18,"[12, 18, 24, 30]","[30, 24, 18, 12]",[],rank-none
41,4,4,1,9,"[17, 23, 29, 35]","[29, 23, 35, 17]",[],rank-none
41,5,4,1,20,"[32, 38, 44, 50]","[38, 32, 50, 44]",[],rank-none
41,6,6,1,5,"[9, 15, 21, 27]","[21, 9, 27, 15]","[9, 21, 15, 27]",rank-rank
41,7,6,1,19,"[22, 28, 34, 40]","[28, 22, 34, 40]","[28, 34, 22, 40]",rank-rank
41,8,6,2,5,"[9, 15, 21, 27]","[27, 15, 21, 9]","[15, 21, 27, 9]",rank-rank
41,9,6,1,13,"[25, 31, 37, 43]","[25, 43, 37, 31]","[25, 31, 37, 43]",rank-rank
41,10,6,1,3,"[5, 11, 17, 23]","[11, 5, 17, 23]","[17, 5, 11, 23]",rank-rank
42,1,1,2,4,"[7, 13, 19, 25]",[25],[],top-none
42,2,1,2,16,"[31, 37, 43, 49]",[43],[],top-none
42,3,1,2,13,"[25, 31, 37, 43]",[37],[],top-none
42,4,1,1,10,"[19, 25, 31, 37]",[31],[],top-none
42,5,1,1,17,"[2, 8, 14, 20]",[14],[],top-none
42,6,4,2,2,"[3, 9, 15, 21]","[21, 15, 3, 9]",[],rank-none
42,7,4,2,11,"[21, 27, 33, 39]","[21, 33, 27, 39]",[],rank-none
42,8,4,2,6,"[11, 17, 23, 29]","[29, 17, 23, 11]",[],rank-none
42,9,4,1,16,"[31, 37, 43, 49]","[43, 31, 49, 37]",[],rank-none
42,10,4,1,4,"[7, 13, 19, 25]","[13, 25, 7, 19]",[],rank-none
43,1,3,1,10,"[19, 25, 31, 37]",[37],"[37, 19, 31, 25]",top-rank
43,2,3,2,4,"[7, 13, 19, 25]",[7],"[7, 25, 13, 19]",top-rank
43,3,3,1,3,"[5, 11, 17, 23]",[11],"[11, 23, 17, 5]",top-rank
43,4,3,2,15,"[29, 35, 41, 47]",[35],"[35, 29, 41, 47]",top-rank
43,5,3,1,13,"[25, 31, 37, 43]",[37],"[37, 43, 31, 25]",top-rank
43,6,4,1,14,"[27, 33, 39, 45]","[39, 45, 33, 27]",[],rank-none
43,7,4,2,8,"[15, 21, 27, 33]","[21, 33, 27, 15]",[],rank-none
43,8,4,1,10,"[19, 25, 31, 37]","[37, 25, 31, 19]",[],rank-none
43,9,4,2,12,"[23, 29, 35, 41]","[35, 23, 41, 29]",[],rank-none
43,10,4,1,13,"[25, 31, 37, 43]","[31, 37, 25, 43]",[],rank-none
44,1,1,3,5,"[9, 15, 21, 27]",[9],[],top-none
44,2,1,3,3,"[5, 11, 17, 23]",[11],[],top-none
44,3,1,2,8,"[15, 21, 27, 33]",[21],[],top-none
44,4,1,1,8,"[15, 21, 27, 33]",[21],[],top-none
44,5,1,1,1,"[1, 7, 13, 19]",[19],[],top-none
44,6,5,3,2,"[3, 9, 15, 21]","[9, 3, 21, 15]",[9],rank-top
44,7,5,3,4,"[7, 13, 19, 25]","[7, 19, 25, 13]",[19],rank-top
44,8,5,2,2,"[3, 9, 15, 21]","[9, 21, 3, 15]",[3],rank-top
44,9,5,1,7,"[13, 19, 25, 31]","[25, 13, 19, 31]",[19],rank-top
44,10,5,1,1,"[1, 7, 13, 19]","[1, 13, 7, 19]",[13],rank-top
45,1,2,1,14,"[27, 33, 39, 45]",[45],[45],top-top
45,2,2,2,2,"[3, 9, 15, 21]",[15],[3],top-top
45,3,2,1,13,"[25, 31, 37, 43]",[37],[37],top-top
45,4,2,3,19,"[22, 28, 34, 40]",[40],[34],top-top
45,5,2,3,7,"[13, 19, 25, 31]",[25],[19],top-top
45,6,6,1,9,"[17, 23, 29, 35]","[29, 17, 35, 23]","[29, 23, 17, 35]",rank-rank
45,7,6,2,14,"[27, 33, 39, 45]","[27, 39, 33, 45]","[27, 45, 39, 33]",rank-rank
45,8,6,1,5,"[9, 15, 21, 27]","[21, 15, 9, 27]","[21, 9, 15, 27]",rank-rank
45,9,6,3,1,"[1, 7, 13, 19]","[7, 1, 19, 13]","[1, 7, 19, 13]",rank-rank
45,10,6,3,17,"[2, 8, 14, 20]","[2, 20, 14, 8]","[2, 14, 8, 20]",rank-rank
46,1,6,1,10,"[19, 25, 31, 37]","[19, 25, 37, 31]","[25, 19, 31, 37]",rank-rank
46,2,6,2,13,"[25, 31, 37, 43]","[37, 31, 25, 43]","[37, 25, 31, 43]",rank-rank
46,3,6,1,16,"[31, 37, 43, 49]","[37, 49, 31, 43]","[49, 31, 37, 43]",rank-rank
46,4,6,2,20,"[32, 38, 44, 50]","[38, 44, 32, 50]","[44, 32, 38, 50]",rank-rank
46,5,6,3,20,"[32, 38, 44, 50]","[44, 50, 38, 32]","[44, 50, 32, 38]",rank-rank
46,6,1,1,8,"[15, 21, 27, 33]",[15],[],top-none
46,7,1,2,13,"[25, 31, 37, 43]",[37],[],top-none
46,8,1,1,16,"[31, 37, 43, 49]",[37],[],top-none
46,9,1,2,7,"[13, 19, 25, 31]",[25],[],top-none
46,10,1,3,19,"[22, 28, 34, 40]",[25],[],top-none
47,1,2,2,10,"[19, 25, 31, 37]",[37],[37],top-top
47,2,2,3,5,"[9, 15, 21, 27]",[15],[15],top-top
47,3,2,1,6,"[11, 17, 23, 29]",[11],[11],top-top
47,4,2,1,12,"[23, 29, 35, 41]",[29],[29],top-top
47,5,2,3,10,"[19, 25, 31, 37]",[37],[31],top-top
47,6,1,2,13,"[25, 31, 37, 43]",[37],[],top-none
47,7,1,3,10,"[19, 25, 31, 37]",[37],[],top-none
47,8,1,1,17,"[2, 8, 14, 20]",[2],[],top-none
47,9,1,1,10,"[19, 25, 31, 37]",[19],[],top-none
47,10,1,3,14,"[27, 33, 39, 45]",[39],[],top-none
48,1,2,3,6,"[11, 17, 23, 29]",[29],[29],top-top
48,2,2,1,6,"[11, 17, 23, 29]",[11],[11],top-top
48,3,2,1,12,"[23, 29, 35, 41]",[23],[35],top-top
48,4,2,3,18,"[12, 18, 24, 30]",[24],[12],top-top
48,5,2,2,2,"[3, 9, 15, 21]",[15],[15],top-top
48,6,5,3,14,"[27, 33, 39, 45]","[45, 39, 33, 27]",[45],rank-top
48,7,5,1,10,"[19, 25, 31, 37]","[19, 31, 37, 25]",[19],rank-top
48,8,5,1,2,"[3, 9, 15, 21]","[3, 9, 15, 21]",[3],rank-top
48,9,5,3,13,"[25, 31, 37, 43]","[37, 31, 43, 25]",[31],rank-top
48,10,5,2,13,"[25, 31, 37, 43]","[31, 37, 25, 43]",[31],rank-top
49,1,3,2,3,"[5, 11, 17, 23]",[5],"[5, 17, 23, 11]",top-rank
49,2,3,1,18,"[12, 18, 24, 30]",[18],"[30, 24, 18, 12]",top-rank
49,3,3,1,14,"[27, 33, 39, 45]",[39],"[39, 33, 45, 27]",top-rank
49,4,3,2,8,"[15, 21, 27, 33]",[33],"[15, 33, 27, 21]",top-rank
49,5,3,1,8,"[15, 21, 27, 33]",[21],"[21, 33, 27, 15]",top-rank
49,6,4,2,4,"[7, 13, 19, 25]","[13, 7, 25, 19]",[],rank-none
49,7,4,1,9,"[17, 23, 29, 35]","[29, 17, 35, 23]",[],rank-none
49,8,4,1,15,"[29, 35, 41, 47]","[41, 29, 35, 47]",[],rank-none
49,9,4,2,16,"[31, 37, 43, 49]","[49, 31, 37, 43]",[],rank-none
49,10,4,1,4,"[7, 13, 19, 25]","[19, 25, 7, 13]",[],rank-none
50,1,6,2,5,"[9, 15, 21, 27]","[15, 27, 9, 21]","[27, 15, 9, 21]",rank-rank
50,2,6,3,20,"[32, 38, 44, 50]","[32, 50, 44, 38]","[38, 50, 32, 44]",rank-rank
50,3,6,3,4,"[7, 13, 19, 25]","[13, 7, 19, 25]","[19, 13, 25, 7]",rank-rank
50,4,6,1,2,"[3, 9, 15, 21]","[9, 3, 21, 15]","[9, 3, 21, 15]",rank-rank
50,5,6,1,17,"[2, 8, 14, 20]","[2, 20, 14, 8]","[2, 8, 20, 14]",rank-rank
50,6,5,2,17,"[2, 8, 14, 20]","[8, 2, 20, 14]",[8],rank-top
50,7,5,3,3,"[5, 11, 17, 23]","[17, 11, 23, 5]",[17],rank-top
50,8,5,3,1,"[1, 7, 13, 19]","[13, 19, 1, 7]",[13],rank-top
50,9,5,1,1,"[1, 7, 13, 19]","[1, 13, 19, 7]",[1],rank-top
50,10,5,1,10,"[19, 25, 31, 37]","[25, 19, 37, 31]",[19],rank-top
51,1,4,1,20,"[32, 38, 44, 50]","[38, 44, 32, 50]",[],rank-none
51,2,4,2,8,"[15, 21, 27, 33]","[15, 27, 33, 21]",[],rank-none
51,3,4,3,2,"[3, 9, 15, 21]","[15, 3, 21, 9]",[],rank-none
51,4,4,3,6,"[11, 17, 23, 29]","[11, 17, 23, 29]",[],rank-none
51,5,4,2,5,"[9, 15, 21, 27]","[15, 27, 21, 9]",[],rank-none
51,6,1,1,8,"[15, 21, 27, 33]",[21],[],top-none
51,7,1,2,1,"[1, 7, 13, 19]",[19],[],top-none
51,8,1,3,13,"[25, 31, 37, 43]",[25],[],top-none
51,9,1,3,4,"[7, 13, 19, 25]",[7],[],top-none
51,10,1,2,17,"[2, 8, 14, 20]",[2],[],top-none
52,1,4,1,20,"[32, 38, 44, 50]","[38, 50, 32, 44]",[],rank-none
52,2,4,1,4,"[7, 13, 19, 25]","[25, 19, 7, 13]",[],rank-none
52,3,4,3,15,"[29, 35, 41, 47]","[41, 35, 29, 47]",[],rank-none
52,4,4,2,2,"[3, 9, 15, 21]","[21, 3, 9, 15]",[],rank-none
52,5,4,3,4,"[7, 13, 19, 25]","[19, 7, 25, 13]",[],rank-none
52,6,1,1,16,"[31, 37, 43, 49]",[49],[],top-none
52,7,1,1,8,"[15, 21, 27, 33]",[21],[],top-none
52,8,1,3,11,"[21, 27, 33, 39]",[21],[],top-none
52,9,1,2,6,"[11, 17, 23, 29]",[17],[],top-none
52,10,1,3,10,"[19, 25, 31, 37]",[31],[],top-none
53,1,5,1,14,"[27, 33, 39, 45]","[39, 45, 33, 27]",[45],rank-top
53,2,5,1,16,"[31, 37, 43, 49]","[31, 49, 43, 37]",[49],rank-top
53,3,5,3,20,"[32, 38, 44, 50]","[50, 38, 44, 32]",[44],rank-top
53,4,5,1,11,"[21, 27, 33, 39]","[21, 39, 33, 27]",[21],rank-top
53,5,5,1,7,"[13, 19, 25, 31]","[19, 13, 31, 25]",[13],rank-top
53,6,6,1,19,"[22, 28, 34, 40]","[34, 40, 22, 28]","[28, 40, 34, 22]",rank-rank
53,7,6,1,15,"[29, 35, 41, 47]","[41, 35, 29, 47]","[41, 47, 35, 29]",rank-rank
53,8,6,3,18,"[12, 18, 24, 30]","[30, 18, 12, 24]","[18, 30, 24, 12]",rank-rank
53,9,6,1,14,"[27, 33, 39, 45]","[45, 27, 33, 39]","[33, 39, 27, 45]",rank-rank
53,10,6,1,17,"[2, 8, 14, 20]","[2, 14, 20, 8]","[14, 2, 20, 8]",rank-rank
54,1,1,3,13,"[25, 31, 37, 43]",[25],[],top-none
54,2,1,2,16,"[31, 37, 43, 49]",[31],[],top-none
54,3,1,1,7,"[13, 19, 25, 31]",[19],[],top-none
54,4,1,2,9,"[17, 23, 29, 35]",[17],[],top-none
54,5,1,3,19,"[22, 28, 34, 40]",[40],[],top-none
54,6,3,3,7,"[13, 19, 25, 31]",[19],"[31, 25, 19, 13]",top-rank
54,7,3,2,14,"[27, 33, 39, 45]",[39],"[27, 33, 39, 45]",top-rank
54,8,3,1,4,"[7, 13, 19, 25]",[19],"[19, 25, 13, 7]",top-rank
54,9,3,2,20,"[32, 38, 44, 50]",[38],"[38, 44, 50, 32]",top-rank
54,10,3,3,11,"[21, 27, 33, 39]",[21],"[33, 21, 39, 27]",top-rank
55,1,4,2,2,"[3, 9, 15, 21]","[15, 3, 21, 9]",[],rank-none
55,2,4,1,2,"[3, 9, 15, 21]","[9, 3, 21, 15]",[],rank-none
55,3,4,2,17,"[2, 8, 14, 20]","[2, 8, 14, 20]",[],rank-none
55,4,4,3,4,"[7, 13, 19, 25]","[25, 7, 19, 13]",[],rank-none
55,5,4,3,3,"[5, 11, 17, 23]","[17, 23, 11, 5]",[],rank-none
55,6,1,2,19,"[22, 28, 34, 40]",[22],[],top-none
55,7,1,1,10,"[19, 25, 31, 37]",[19],[],top-none
55,8,1,2,20,"[32, 38, 44, 50]",[38],[],top-none
55,9,1,3,16,"[31, 37, 43, 49]",[37],[],top-none
55,10,1,3,19,"[22, 28, 34, 40]",[22],[],top-none
56,1,6,3,5,"[9, 15, 21, 27]","[15, 21, 27, 9]","[15, 21, 27, 9]",rank-rank
56,2,6,1,13,"[25, 31, 37, 43]","[25, 37, 43, 31]","[25, 37, 31, 43]",rank-rank
56,3,6,1,18,"[12, 18, 24, 30]","[24, 30, 18, 12]","[30, 24, 18, 12]",rank-rank
56,4,6,3,15,"[29, 35, 41, 47]","[35, 29, 41, 47]","[35, 41, 29, 47]",rank-rank
56,5,6,2,8,"[15, 21, 27, 33]","[21, 15, 27, 33]","[15, 21, 27, 33]",rank-rank
56,6,2,3,12,"[23, 29, 35, 41]",[35],[35],top-top
56,7,2,1,15,"[29, 35, 41, 47]",[41],[35],top-top
56,8,2,1,16,"[31, 37, 43, 49]",[49],[49],top-top
56,9,2,3,13,"[25, 31, 37, 43]",[37],[43],top-top
56,10,2,2,14,"[27, 33, 39, 45]",[39],[27],top-top
57,1,1,1,2,"[3, 9, 15, 21]",[21],[],top-none
57,2,1,1,3,"[5, 11, 17, 23]",[5],[],top-none
57,3,1,1,4,"[7, 13, 19, 25]",[13],[],top-none
57,4,1,1,5,"[9, 15, 21, 27]",[9],[],top-none
57,5,1,1,6,"[11, 17, 23, 29]",[11],[],top-none
57,6,2,1,1,"[1, 7, 13, 19]",[1],[7],top-top
57,7,2,1,10,"[19, 25, 31, 37]",[37],[19],top-top
57,8,2,1,11,"[21, 27, 33, 39]",[39],[21],top-top
57,9,2,1,12,"[23, 29, 35, 41]",[23],[35],top-top
57,10,2,1,13,"[25, 31, 37, 43]",[43],[25],top-top
58,1,4,2,13,"[25, 31, 37, 43]","[37, 25, 43, 31]",[],rank-none
58,2,4,2,7,"[13, 19, 25, 31]","[25, 13, 31, 19]",[],rank-none
58,3,4,1,2,"[3, 9, 15, 21]","[3, 9, 21, 15]",[],rank-none
58,4,4,3,7,"[13, 19, 25, 31]","[19, 31, 13, 25]",[],rank-none
58,5,4,3,6,"[11, 17, 23, 29]","[17, 23, 11, 29]",[],rank-none
58,6,3,2,9,"[17, 23, 29, 35]",[29],"[29, 35, 17, 23]",top-rank
58,7,3,2,10,"[19, 25, 31, 37]",[37],"[37, 25, 31, 19]",top-rank
58,8,3,1,14,"[27, 33, 39, 45]",[27],"[27, 39, 45, 33]",top-rank
58,9,3,3,10,"[19, 25, 31, 37]",[31],"[31, 37, 19, 25]",top-rank
58,10,3,3,13,"[25, 31, 37, 43]",[37],"[37, 31, 43, 25]",top-rank
59,1,2,1,11,"[21, 27, 33, 39]",[21],[21],top-top
59,2,2,3,9,"[17, 23, 29, 35]",[23],[23],top-top
59,3,2,1,5,"[9, 15, 21, 27]",[9],[9],top-top
59,4,2,1,8,"[15, 21, 27, 33]",[21],[21],top-top
59,5,2,1,3,"[5, 11, 17, 23]",[5],[5],top-top
59,6,3,1,15,"[29, 35, 41, 47]",[47],"[47, 29, 35, 41]",top-rank
59,7,3,3,10,"[19, 25, 31, 37]",[25],"[25, 37, 31, 19]",top-rank
59,8,3,1,17,"[2, 8, 14, 20]",[2],"[2, 8, 20, 14]",top-rank
59,9,3,1,6,"[11, 17, 23, 29]",[11],"[11, 17, 29, 23]",top-rank
59,10,3,1,10,"[19, 25, 31, 37]",[25],"[25, 19, 31, 37]",top-rank
60,1,4,1,8,"[15, 21, 27, 33]","[27, 15, 21, 33]",[],rank-none
60,2,4,2,11,"[21, 27, 33, 39]","[27, 33, 39, 21]",[],rank-none
60,3,4,2,17,"[2, 8, 14, 20]","[2, 14, 20, 8]",[],rank-none
60,4,4,1,17,"[2, 8, 14, 20]","[2, 8, 20, 14]",[],rank-none
60,5,4,3,10,"[19, 25, 31, 37]","[37, 19, 31, 25]",[],rank-none
60,6,3,1,19,"[22, 28, 34, 40]",[22],"[22, 28, 40, 34]",top-rank
60,7,3,2,6,"[11, 17, 23, 29]",[17],"[17, 23, 11, 29]",top-rank
60,8,3,2,12,"[23, 29, 35, 41]",[23],"[23, 35, 41, 29]",top-rank
60,9,3,1,2,"[3, 9, 15, 21]",[3],"[3, 9, 15, 21]",top-rank
60,10,3,3,13,"[25, 31, 37, 43]",[37],"[37, 43, 31, 25]",top-rank
61,1,5,3,2,"[3, 9, 15, 21]","[15, 9, 3, 21]",[9],rank-top
61,2,5,2,19,"[22, 28, 34, 40]","[22, 34, 28, 40]",[40],rank-top
61,3,5,1,10,"[19, 25, 31, 37]","[19, 25, 37, 31]",[19],rank-top
61,4,5,3,14,"[27, 33, 39, 45]","[45, 33, 27, 39]",[27],rank-top
61,5,5,1,20,"[32, 38, 44, 50]","[38, 50, 32, 44]",[44],rank-top
61,6,6,3,6,"[11, 17, 23, 29]","[29, 23, 11, 17]","[23, 11, 29, 17]",rank-rank
61,7,6,2,7,"[13, 19, 25, 31]","[19, 13, 25, 31]","[25, 13, 19, 31]",rank-rank
61,8,6,1,11,"[21, 27, 33, 39]","[21, 27, 39, 33]","[21, 39, 27, 33]",rank-rank
61,9,6,3,2,"[3, 9, 15, 21]","[9, 3, 21, 15]","[9, 15, 3, 21]",rank-rank
61,10,6,1,13,"[25, 31, 37, 43]","[25, 43, 37, 31]","[43, 25, 31, 37]",rank-rank
62,1,2,1,16,"[31, 37, 43, 49]",[31],[31],top-top
62,2,2,3,13,"[25, 31, 37, 43]",[43],[43],top-top
62,3,2,1,17,"[2, 8, 14, 20]",[2],[2],top-top
62,4,2,1,5,"[9, 15, 21, 27]",[27],[27],top-top
62,5,2,2,20,"[32, 38, 44, 50]",[38],[38],top-top
62,6,5,1,9,"[17, 23, 29, 35]","[23, 35, 29, 17]",[23],rank-top
62,7,5,3,13,"[25, 31, 37, 43]","[43, 25, 37, 31]",[43],rank-top
62,8,5,1,11,"[21, 27, 33, 39]","[27, 39, 21, 33]",[27],rank-top
62,9,5,1,12,"[23, 29, 35, 41]","[41, 23, 35, 29]",[41],rank-top
62,10,5,2,3,"[5, 11, 17, 23]","[11, 5, 23, 17]",[11],rank-top
63,1,2,3,12,"[23, 29, 35, 41]",[35],[35],top-top
63,2,2,3,3,"[5, 11, 17, 23]",[17],[11],top-top
63,3,2,1,4,"[7, 13, 19, 25]",[13],[7],top-top
63,4,2,3,16,"[31, 37, 43, 49]",[37],[49],top-top
63,5,2,2,20,"[32, 38, 44, 50]",[38],[32],top-top
63,6,3,3,20,"[32, 38, 44, 50]",[38],"[38, 50, 32, 44]",top-rank
63,7,3,3,10,"[19, 25, 31, 37]",[37],"[19, 37, 25, 31]",top-rank
63,8,3,1,4,"[7, 13, 19, 25]",[13],"[7, 13, 25, 19]",top-rank
63,9,3,3,4,"[7, 13, 19, 25]",[13],"[19, 13, 7, 25]",top-rank
63,10,3,2,10,"[19, 25, 31, 37]",[25],"[25, 19, 31, 37]",top-rank
64,1,1,1,4,"[7, 13, 19, 25]",[19],[],top-none
64,2,1,1,5,"[9, 15, 21, 27]",[21],[],top-none
64,3,1,1,6,"[11, 17, 23, 29]",[17],[],top-none
64,4,1,1,7,"[13, 19, 25, 31]",[19],[],top-none
64,5,1,1,8,"[15, 21, 27, 33]",[21],[],top-none
64,6,2,1,11,"[21, 27, 33, 39]",[21],[39],top-top
64,7,2,1,12,"[23, 29, 35, 41]",[41],[29],top-top
64,8,2,1,13,"[25, 31, 37, 43]",[25],[37],top-top
64,9,2,1,14,"[27, 33, 39, 45]",[45],[27],top-top
64,10,2,1,15,"[29, 35, 41, 47]",[41],[35],top-top
65,1,2,3,15,"[29, 35, 41, 47]",[41],[41],top-top
65,2,2,2,19,"[22, 28, 34, 40]",[22],[22],top-top
65,3,2,2,14,"[27, 33, 39, 45]",[27],[27],top-top
65,4,2,1,17,"[2, 8, 14, 20]",[8],[2],top-top
65,5,2,1,20,"[32, 38, 44, 50]",[38],[38],top-top
65,6,3,3,12,"[23, 29, 35, 41]",[41],"[41, 29, 35, 23]",top-rank
65,7,3,2,11,"[21, 27, 33, 39]",[27],"[27, 39, 21, 33]",top-rank
65,8,3,2,10,"[19, 25, 31, 37]",[37],"[37, 31, 19, 25]",top-rank
65,9,3,1,6,"[11, 17, 23, 29]",[11],"[11, 17, 23, 29]",top-rank
65,10,3,1,4,"[7, 13, 19, 25]",[19],"[19, 13, 7, 25]",top-rank
66,1,3,3,7,"[13, 19, 25, 31]",[31],"[25, 31, 13, 19]",top-rank
66,2,3,3,20,"[32, 38, 44, 50]",[38],"[44, 50, 38, 32]",top-rank
66,3,3,1,4,"[7, 13, 19, 25]",[25],"[13, 7, 25, 19]",top-rank
66,4,3,3,9,"[17, 23, 29, 35]",[35],"[35, 23, 17, 29]",top-rank
66,5,3,2,13,"[25, 31, 37, 43]",[25],"[37, 25, 31, 43]",top-rank
66,6,4,3,18,"[12, 18, 24, 30]","[12, 30, 24, 18]",[],rank-none
66,7,4,3,8,"[15, 21, 27, 33]","[21, 33, 15, 27]",[],rank-none
66,8,4,1,18,"[12, 18, 24, 30]","[30, 24, 18, 12]",[],rank-none
66,9,4,3,12,"[23, 29, 35, 41]","[29, 35, 41, 23]",[],rank-none
